site,ID,Year,CEC,clay,bulkdens,soil_type,SOC,pH,soilCd,PS,dep,irr,fer,man,rice_yield,straw_yield,straw_recy
QY087,QY087,2000,100.11673,17.99446528,1379.999995,Calcareous,2.089130442,6.687936,0.261957677,1.41,11.82144245,1.18527533,0.727846589,9.120607487,12.53684645,12.32372006,0.5775
QY087,QY087,2001,100.11673,17.66688632,1379.999995,Calcareous,2.104057978,6.683712,0.269487266,1.14,12.34953861,1.18527533,0.73180498,9.401966047,12.44031168,12.22882638,0.596
QY087,QY087,2002,100.11673,17.33930736,1379.999995,Calcareous,2.099239138,6.701576,0.277347697,2.09,12.87763478,1.18527533,0.714717798,9.409229983,12.47691833,12.26481072,0.6145
QY087,QY087,2003,100.11673,17.01172839,1379.999995,Calcareous,2.093623196,6.66532,0.285245137,0.85,13.40573094,1.18527533,0.88033934,9.49770228,12.9782788,12.75764806,0.633
QY087,QY087,2004,100.11673,16.68414943,1379.999995,Calcareous,2.091231891,6.68908,0.293559877,1.31,13.9338271,1.18527533,0.968409021,9.900693559,13.98719959,13.7494172,0.6515
QY087,QY087,2005,100.11673,16.35657047,1379.999995,Calcareous,2.091195659,6.679312,0.302124874,1.31,14.46192327,1.18527533,1.0686603,10.33221772,13.11857348,12.89555773,0.67
QY087,QY087,2006,100.11673,16.02899151,1379.999995,Calcareous,2.092137688,6.692336,0.311091461,1.55,14.99001943,1.18527533,1.072142532,10.7360368,11.90466099,11.70228175,0.6885
QY087,QY087,2007,100.11673,15.70141254,1379.999995,Calcareous,2.093876819,6.684944,0.320407072,1.18,15.51811559,1.18527533,1.085562508,11.01889154,11.74593953,11.54625855,0.707
QY087,QY087,2008,100.11673,15.37383358,1379.999995,Calcareous,2.091847833,6.680544,0.330077615,1.11,16.04621175,1.18527533,1.101163468,9.096695017,11.62258995,11.42500592,0.7255
QY087,QY087,2009,100.11673,15.04625462,1379.999995,Calcareous,2.086884065,6.674208,0.339251041,0.95,16.57430792,1.18527533,1.131432955,9.330630607,10.97213884,10.78561248,0.744
QY087,QY087,2010,100.11673,14.71867566,1379.999995,Calcareous,2.089202906,6.672624,0.348757461,0.91,16.57430792,1.18527533,1.146675266,9.572405037,10.26725275,10.09270945,0.7625
QY087,QY087,2011,100.11673,14.3910967,1379.999995,Calcareous,2.091702906,6.64068,0.358389766,0.6,15.34658141,1.18527533,1.183798251,9.420452021,10.43267526,10.25531978,0.781
QY087,QY087,2012,100.11673,14.06351773,1379.999995,Calcareous,2.095579717,6.660744,0.367567416,0.98,14.11885489,1.18527533,1.210131856,9.568332651,10.6092074,10.42885088,0.7995
QY087,QY087,2013,100.11673,13.73593877,1379.999995,Calcareous,2.09909421,6.624224,0.376277611,0.43,12.89112838,1.18527533,1.231527221,9.458573384,10.6287304,10.44804198,0.818
QY087,QY087,2014,100.11673,13.40835981,1379.999995,Calcareous,2.092137688,6.679576,0.384611286,1.16,11.66340187,1.18527533,1.30150043,9.44,10.58106172,10.40118367,0.8365
QY087,QY087,2015,100.11673,13.08078085,1379.999995,Calcareous,2.094347833,6.66576,0.392380341,0.93,10.43567536,1.18527533,1.538165319,8.604015426,10.58199538,10.40210146,0.84
QY087,QY087,2016,100.11673,12.75320189,1379.999995,Calcareous,2.097500007,6.675176,0.399513012,1.24,9.207948843,1.18527533,1.571632516,8.667032264,10.58297563,10.40306504,0.84
QY087,QY087,2017,100.11673,12.42562292,1379.999995,Calcareous,2.09775363,6.667608,0.406148624,0.95,7.980222331,1.18527533,1.469922472,8.630308188,10.94431104,10.75825775,0.84
QY087,QY087,2018,100.11673,12.09804396,1379.999995,Calcareous,2.095869572,6.666376,0.412313688,0.93,6.752495818,1.18527533,1.526522238,8.017293793,10.39229669,10.21562765,0.84
QY087,QY087,2019,100.11673,11.770465,1379.999995,Calcareous,2.113695659,6.664088,0.417844614,0.91,5.524769306,1.18527533,1.522640832,7.581995597,10.16169848,9.988949603,0.84
QY090,QY090,1985,108.447782,25.34106323,1379.999995,Calcareous,2.1685145,6.70492,0.153095144,1.47,6.192973518,1.183341835,0.162698886,0,9.442265003,9.281746498,0.3
QY090,QY090,1986,108.447782,24.97869441,1379.999995,Calcareous,2.141920297,6.703688,0.155449227,1.48,6.192973518,1.183341835,0.168124551,0,10.05895374,9.887951528,0.3185
QY090,QY090,1987,108.447782,24.61632559,1379.999995,Calcareous,2.119456529,6.70272,0.157777595,1.53,6.192973518,1.183341835,0.203763341,0,9.128769513,8.973580431,0.337
QY090,QY090,1988,108.447782,24.25395677,1379.999995,Calcareous,2.101413051,6.698672,0.16013281,1.2,6.192973518,1.183341835,0.213279284,0,9.193467462,9.037178515,0.3555
QY090,QY090,1989,108.447782,23.89158795,1379.999995,Calcareous,2.079927543,6.69744,0.162509179,1.2,6.192973518,1.183341835,0.24373707,0,9.192841076,9.036562778,0.374
QY090,QY090,1990,108.447782,23.52921913,1379.999995,Calcareous,2.060652181,6.700608,0.164888822,1.47,6.192973518,1.183341835,0.274414843,0,9,8.847,0.3925
QY090,QY090,1991,108.447782,23.16685031,1379.999995,Calcareous,2.042282616,6.698056,0.167255117,1.48,6.651568222,1.183341835,0.287446026,0,8.868999509,8.718226517,0.411
QY090,QY090,1992,108.447782,22.80448149,1379.999995,Calcareous,2.025144935,6.697792,0.169786988,1.53,7.110162925,1.183341835,0.298322582,0,9.384515195,9.224978437,0.4295
QY090,QY090,1993,108.447782,22.44211267,1379.999995,Calcareous,2.008478268,6.695064,0.172460605,1.2,7.568757629,1.183341835,0.311311417,0,9.384515195,9.224978437,0.448
QY090,QY090,1994,108.447782,22.07974385,1379.999995,Calcareous,1.991159427,6.705712,0.175328838,1.95,8.027352333,1.183341835,0.306770734,0,9.30773302,9.149501558,0.4665
QY090,QY090,1995,108.447782,21.71737503,1379.999995,Calcareous,1.973985514,6.692336,0.178284756,0.89,8.485947036,1.183341835,0.35351038,0,9.250625185,9.093364557,0.485
QY090,QY090,1996,108.447782,21.35500621,1379.999995,Calcareous,1.964202905,6.69788,0.181521209,1.47,8.94454174,1.183341835,0.353490531,0,9.06791409,8.91375955,0.5035
QY090,QY090,1997,108.447782,20.99263738,1379.999995,Calcareous,1.957463775,6.703072,0.184863326,1.98,9.403136444,1.183341835,0.340501192,0,9.300361508,9.142255363,0.522
QY090,QY090,1998,108.447782,20.63026856,1379.999995,Calcareous,1.949021746,6.700168,0.188299031,1.33,9.861731147,1.183341835,0.358792504,0,9.498378252,9.336905822,0.5405
QY090,QY090,1999,108.447782,20.26789974,1379.999995,Calcareous,1.941340586,6.695416,0.191964693,1,10.32032585,1.183341835,0.365727963,0,9.455707014,9.294959995,0.559
QY090,QY090,2000,108.447782,19.90553092,1379.999995,Calcareous,1.94391305,6.696032,0.195830031,1.41,10.77892055,1.183341835,0.368964145,0,9.402634834,9.242790042,0.5775
QY090,QY090,2001,108.447782,19.5431621,1379.999995,Calcareous,1.948442036,6.693304,0.199812131,1.14,11.23751526,1.183341835,0.376202482,0,9.330233761,9.171619787,0.596
QY090,QY090,2002,108.447782,19.18079328,1379.999995,Calcareous,1.938260876,6.707296,0.203993414,2.09,11.69610996,1.183341835,0.36390568,0,9.35768875,9.198608041,0.6145
QY090,QY090,2003,108.447782,18.81842446,1379.999995,Calcareous,1.927717398,6.679488,0.208216684,0.85,12.15470467,1.183341835,0.443811304,0,9.733709102,9.568236047,0.633
QY090,QY090,2004,108.447782,18.45605564,1379.999995,Calcareous,1.91967392,6.699904,0.21275721,1.31,12.61329937,1.183341835,0.48068102,0,10.49039969,10.3120629,0.6515
QY090,QY090,2005,108.447782,18.09368682,1379.999995,Calcareous,1.913442036,6.69128,0.217392382,1.31,13.07189407,1.183341835,0.525414909,0,9.838930109,9.671668297,0.67
QY090,QY090,2006,108.447782,17.731318,1379.999995,Calcareous,1.908007253,6.70272,0.222220101,1.55,13.53048878,1.183341835,0.526494949,0,8.92849574,8.776711313,0.6885
QY090,QY090,2007,108.447782,17.36894918,1379.999995,Calcareous,1.903260876,6.69832,0.227211464,1.18,13.98908348,1.183341835,0.535037909,0,8.809454644,8.659693915,0.707
QY090,QY090,2008,108.447782,17.00658036,1379.999995,Calcareous,1.895797108,6.694712,0.232419141,1.11,14.44767818,1.183341835,0.543273146,0,8.716942463,8.568754441,0.7255
QY090,QY090,2009,108.447782,16.64421154,1379.999995,Calcareous,1.88699276,6.690664,0.237800138,0.95,14.90627289,1.183341835,0.559022088,0,8.22910413,8.089209359,0.744
QY090,QY090,2010,108.447782,16.28184272,1379.999995,Calcareous,1.88333334,6.689608,0.243385568,0.91,14.90627289,1.183341835,0.567104492,0,7.700439562,7.56953209,0.7625
QY090,QY090,2011,108.447782,15.9194739,1379.999995,Calcareous,1.879855079,6.665672,0.248993435,0.6,13.80210453,1.183341835,0.586547116,0,7.824506445,7.691489836,0.781
QY090,QY090,2012,108.447782,15.55710508,1379.999995,Calcareous,1.877536238,6.678784,0.254240586,0.98,12.69793616,1.183341835,0.601074323,0,7.956905554,7.821638159,0.7995
QY090,QY090,2013,108.447782,15.19473626,1379.999995,Calcareous,1.875036238,6.656344,0.259025047,0.43,11.5937678,1.183341835,0.611228644,0,7.971547801,7.836031489,0.818
QY090,QY090,2014,108.447782,14.83236744,1379.999995,Calcareous,1.864782615,6.695768,0.263498287,1.16,10.48959944,1.183341835,0.648419651,0,7.93579629,7.800887753,0.8365
QY090,QY090,2015,108.447782,14.46999862,1379.999995,Calcareous,1.861521746,6.686176,0.267469343,0.93,9.385431077,1.183341835,0.734165982,0,7.936496533,7.801576092,0.84
QY090,QY090,2016,108.447782,14.10762979,1379.999995,Calcareous,1.859311601,6.692248,0.271097331,1.24,8.281262715,1.183341835,0.748887929,0,7.937231722,7.802298783,0.84
QY090,QY090,2017,108.447782,13.74526097,1379.999995,Calcareous,1.854818847,6.688112,0.27426531,0.95,7.177094353,1.183341835,0.710314559,0,8.208233281,8.068693315,0.84
QY090,QY090,2018,108.447782,13.38289215,1379.999995,Calcareous,1.848840586,6.68776,0.277048066,0.93,6.072925991,1.183341835,0.731105103,0,7.79422252,7.661720737,0.84
QY090,QY090,2019,108.447782,13.02052333,1379.999995,Calcareous,1.857898557,6.686088,0.279446638,0.91,4.968757629,1.183341835,0.730084739,0,7.621273858,7.491712203,0.84
QY094,QY094,1985,152.512294,43.25509949,1379.999995,Calcareous,1.46778986,6.71064,0.180373021,1.47,5.832090342,1.180771099,0.087412799,0,8.393124447,8.250441332,0.3
QY094,QY094,1986,152.512294,42.63656588,1379.999995,Calcareous,1.451956527,6.70932,0.182406885,1.48,5.832090342,1.180771099,0.093429738,0,8.941292215,8.789290247,0.3185
QY094,QY094,1987,152.512294,42.01803227,1379.999995,Calcareous,1.439746382,6.7102,0.184409087,1.53,5.832090342,1.180771099,0.111842774,0,8.114461789,7.976515939,0.337
QY094,QY094,1988,152.512294,41.39949865,1379.999995,Calcareous,1.431413048,6.706328,0.186434094,1.2,5.832090342,1.180771099,0.113740597,0,8.171971077,8.033047569,0.3555
QY094,QY094,1989,152.512294,40.78096504,1379.999995,Calcareous,1.419927541,6.705448,0.188501101,1.2,5.832090342,1.180771099,0.129639171,0,8.17141429,8.032500247,0.374
QY094,QY094,1990,152.512294,40.16243143,1379.999995,Calcareous,1.41028986,6.70844,0.19056588,1.47,5.832090342,1.180771099,0.145686381,0,8,7.864,0.3925
QY094,QY094,1991,152.512294,39.54389782,1379.999995,Calcareous,1.401376816,6.706152,0.19259313,1.48,6.21850841,1.180771099,0.15054054,0,7.883555119,7.749534682,0.411
QY094,QY094,1992,152.512294,38.9253642,1379.999995,Calcareous,1.393442034,6.706768,0.194756533,1.53,6.604926479,1.180771099,0.15498915,0,8.341791284,8.199980833,0.4295
QY094,QY094,1993,152.512294,38.30683059,1379.999995,Calcareous,1.385760874,6.702808,0.197027564,1.2,6.991344547,1.180771099,0.161554436,0,8.341791284,8.199980833,0.448
QY094,QY094,1994,152.512294,37.68829698,1379.999995,Calcareous,1.377391309,6.709232,0.199489997,1.95,7.377762615,1.180771099,0.156951969,0,8.273540462,8.132890274,0.4665
QY094,QY094,1995,152.512294,37.06976337,1379.999995,Calcareous,1.369021744,6.7058,0.201953968,0.89,7.764180684,1.180771099,0.186825134,0,8.222777943,8.082990718,0.485
QY094,QY094,1996,152.512294,36.45122975,1379.999995,Calcareous,1.367101454,6.705096,0.204755933,1.47,8.150598752,1.180771099,0.180407305,0,8.06036808,7.923341823,0.5035
QY094,QY094,1997,152.512294,35.83269614,1379.999995,Calcareous,1.367862324,6.708088,0.207587986,1.98,8.537016821,1.180771099,0.170647684,0,8.266988007,8.126449211,0.522
QY094,QY094,1998,152.512294,35.21416253,1379.999995,Calcareous,1.366956526,6.713192,0.210448096,1.33,8.923434889,1.180771099,0.177249146,0,8.443002891,8.299471841,0.5405
QY094,QY094,1999,152.512294,34.59562892,1379.999995,Calcareous,1.36663044,6.707648,0.213567343,1,9.309852957,1.180771099,0.181130591,0,8.405072901,8.262186662,0.559
QY094,QY094,2000,152.512294,33.9770953,1379.999995,Calcareous,1.375362324,6.705008,0.216886849,1.41,9.696271026,1.180771099,0.189435299,0,8.35789763,8.21581337,0.5775
QY094,QY094,2001,152.512294,33.35856169,1379.999995,Calcareous,1.385760874,6.707296,0.220267905,1.14,10.08268909,1.180771099,0.188682732,0,8.293541121,8.152550922,0.596
QY094,QY094,2002,152.512294,32.74002808,1379.999995,Calcareous,1.383043483,6.711872,0.22384843,2.09,10.46910716,1.180771099,0.185965701,0,8.317945555,8.176540481,0.6145
QY094,QY094,2003,152.512294,32.12149447,1379.999995,Calcareous,1.379818845,6.70228,0.227369505,0.85,10.85552523,1.180771099,0.231014103,0,8.652185868,8.505098709,0.633
QY094,QY094,2004,152.512294,31.50296085,1379.999995,Calcareous,1.378731889,6.710024,0.231277566,1.31,11.2419433,1.180771099,0.255258039,0,9.324799729,9.166278133,0.6515
QY094,QY094,2005,152.512294,30.88442724,1379.999995,Calcareous,1.37913044,6.704216,0.235208675,1.31,11.62836137,1.180771099,0.283222235,0,8.745715653,8.597038487,0.67
QY094,QY094,2006,152.512294,30.26589363,1379.999995,Calcareous,1.380144932,6.711168,0.239304452,1.55,12.01477944,1.180771099,0.284674092,0,7.936440658,7.801521167,0.6885
QY094,QY094,2007,152.512294,29.64736002,1379.999995,Calcareous,1.381702903,6.711872,0.243520872,1.18,12.4011975,1.180771099,0.287473899,0,7.83062635,7.697505702,0.707
QY094,QY094,2008,152.512294,29.0288264,1379.999995,Calcareous,1.380760874,6.707736,0.24796102,1.11,12.78761557,1.180771099,0.291542507,0,7.7483933,7.616670614,0.7255
QY094,QY094,2009,152.512294,28.41029279,1379.999995,Calcareous,1.378478266,6.707032,0.252553786,0.95,13.17403364,1.180771099,0.299349236,0,7.314759226,7.19040832,0.744
QY094,QY094,2010,152.512294,27.79175918,1379.999995,Calcareous,1.380688411,6.703336,0.25733848,0.91,13.17403364,1.180771099,0.303237706,0,6.844835166,6.728472968,0.7625
QY094,QY094,2011,152.512294,27.17322557,1379.999995,Calcareous,1.383007251,6.692248,0.262148074,0.6,12.1981793,1.180771099,0.312269089,0,6.95511684,6.836879854,0.781
QY094,QY094,2012,152.512294,26.55469195,1379.999995,Calcareous,1.386268121,6.696208,0.266671689,0.98,11.22232495,1.180771099,0.318660104,0,7.072804937,6.952567253,0.7995
QY094,QY094,2013,152.512294,25.93615834,1379.999995,Calcareous,1.389239135,6.693832,0.270743997,0.43,10.24647061,1.180771099,0.32448033,0,7.085820268,6.965361323,0.818
QY094,QY094,2014,152.512294,25.31762473,1379.999995,Calcareous,1.38528986,6.705624,0.274604477,1.16,9.270616266,1.180771099,0.342275251,0,7.054041147,6.934122447,0.8365
QY094,QY094,2015,152.512294,24.69909112,1379.999995,Calcareous,1.387427541,6.703336,0.27793356,0.93,8.294761922,1.180771099,0.415774075,0,7.054663585,6.934734304,0.84
QY094,QY094,2016,152.512294,24.0805575,1379.999995,Calcareous,1.390398556,6.704392,0.28098653,1.24,7.318907578,1.180771099,0.425126968,0,7.055317086,6.935376696,0.84
QY094,QY094,2017,152.512294,23.46202389,1379.999995,Calcareous,1.391304353,6.703952,0.283598754,0.95,6.343053235,1.180771099,0.394244578,0,7.29620736,7.172171835,0.84
QY094,QY094,2018,152.512294,22.84349028,1379.999995,Calcareous,1.390797106,6.703688,0.285903738,0.93,5.367198891,1.180771099,0.411700405,0,6.928197795,6.810418433,0.84
QY094,QY094,2019,152.512294,22.22495667,1379.999995,Calcareous,1.403550729,6.702456,0.287872868,0.91,4.391344547,1.180771099,0.410342383,0,6.774465652,6.659299736,0.84
QY095,QY095,1985,114.3166033,30.11385444,1409.999967,Non-calcareous,1.460638332,5.633784,0.210979157,1.47,5.992042684,1.175109802,0.095031885,1.723306049,6.294843335,6.187830999,0.3
QY095,QY095,1986,114.3166033,29.68323629,1409.999967,Non-calcareous,1.443865282,5.600168,0.212033651,1.48,5.992042684,1.175109802,0.097969594,1.779276823,6.705969161,6.591967685,0.3185
QY095,QY095,1987,114.3166033,29.25261813,1409.999967,Non-calcareous,1.42914897,5.555376,0.212915967,1.53,5.992042684,1.175109802,0.11672567,1.937656198,6.085846342,5.982386954,0.337
QY095,QY095,1988,114.3166033,28.82199997,1409.999967,Non-calcareous,1.417340459,5.80864,0.213720815,1.2,5.992042684,1.175109802,0.121254562,2.062919161,6.128978308,6.024785677,0.3555
QY095,QY095,1989,114.3166033,28.39138182,1409.999967,Non-calcareous,1.403226984,5.834864,0.215469451,1.2,5.992042684,1.175109802,0.136411935,2.066427916,6.128560717,6.024375185,0.374
QY095,QY095,1990,114.3166033,27.96076366,1409.999967,Non-calcareous,1.390461026,5.68632,0.217248024,1.47,5.992042684,1.175109802,0.151717948,2.069996628,6,5.898,0.3925
QY095,QY095,1991,114.3166033,27.53014551,1409.999967,Non-calcareous,1.378226983,5.62076,0.21845959,1.48,6.410451221,1.175109802,0.158069142,1.967037958,5.912666339,5.812151012,0.411
QY095,QY095,1992,114.3166033,27.09952735,1409.999967,Non-calcareous,1.366737621,5.5244,0.219569202,1.53,6.828859758,1.175109802,0.162904491,1.86587538,6.256343463,6.149985624,0.4295
QY095,QY095,1993,114.3166033,26.66890919,1409.999967,Non-calcareous,1.355496486,5.806264,0.220338182,1.2,7.247268295,1.175109802,0.170516023,2.081409649,6.256343463,6.149985624,0.448
QY095,QY095,1994,114.3166033,26.23829104,1409.999967,Non-calcareous,1.344007124,5.68456,0.222428353,1.95,7.665676832,1.175109802,0.167873035,2.130968818,6.205155346,6.099667706,0.4665
QY095,QY095,1995,114.3166033,25.80767288,1409.999967,Non-calcareous,1.332553223,5.897608,0.223626442,0.89,8.084085369,1.175109802,0.194458627,2.198375347,6.167083457,6.062243038,0.485
QY095,QY095,1996,114.3166033,25.37705473,1409.999967,Non-calcareous,1.325957478,5.783472,0.226439236,1.47,8.502493906,1.175109802,0.194168901,2.345030136,6.04527606,5.942506367,0.5035
QY095,QY095,1997,114.3166033,24.94643657,1409.999967,Non-calcareous,1.321418471,5.696528,0.228734032,1.98,8.920902443,1.175109802,0.187693233,2.582252206,6.200241006,6.094836908,0.522
QY095,QY095,1998,114.3166033,24.51581842,1409.999967,Non-calcareous,1.315886556,5.744488,0.230440021,1.33,9.339310979,1.175109802,0.197941861,2.772157825,6.332252168,6.224603881,0.5405
QY095,QY095,1999,114.3166033,24.08520026,1409.999967,Non-calcareous,1.310851095,5.975928,0.23314045,1,9.757719516,1.175109802,0.201181796,2.992146039,6.303804676,6.196639996,0.559
QY095,QY095,2000,114.3166033,23.6545821,1409.999967,Non-calcareous,1.312624145,5.785144,0.236806839,1.41,10.17612805,1.175109802,0.204089267,3.072408031,6.268423223,6.161860028,0.5775
QY095,QY095,2001,114.3166033,23.22396395,1409.999967,Non-calcareous,1.315602868,5.8742,0.239903307,1.14,10.59453659,1.175109802,0.208621305,3.167187715,6.220155841,6.114413192,0.596
QY095,QY095,2002,114.3166033,22.79334579,1409.999967,Non-calcareous,1.309042584,5.701984,0.243629874,2.09,11.01294513,1.175109802,0.200401858,3.169634676,6.238459166,6.132405361,0.6145
QY095,QY095,2003,114.3166033,22.36272764,1409.999967,Non-calcareous,1.30212769,5.775728,0.246000444,0.85,11.43135366,1.175109802,0.242991722,3.199437844,6.489139401,6.378824032,0.633
QY095,QY095,2004,114.3166033,21.93210948,1409.999967,Non-calcareous,1.296879463,5.776608,0.250048644,1.31,11.8497622,1.175109802,0.26543762,3.335191263,6.993599797,6.8747086,0.6515
QY095,QY095,2005,114.3166033,21.50149132,1409.999967,Non-calcareous,1.29283691,5.697496,0.25373462,1.31,12.26817074,1.175109802,0.289998942,3.480556394,6.55928674,6.447778865,0.67
QY095,QY095,2006,114.3166033,21.07087317,1409.999967,Non-calcareous,1.289397194,5.673824,0.257419303,1.55,12.68657927,1.175109802,0.289860257,3.616588669,5.952330494,5.851140875,0.6885
QY095,QY095,2007,114.3166033,20.64025501,1409.999967,Non-calcareous,1.286383009,5.730848,0.260963618,1.18,13.10498781,1.175109802,0.294975203,3.711872363,5.872969763,5.773129277,0.707
QY095,QY095,2008,114.3166033,20.20963686,1409.999967,Non-calcareous,1.281666697,5.814096,0.265311515,1.11,13.52339635,1.175109802,0.299308023,3.064352771,5.811294975,5.712502961,0.7255
QY095,QY095,2009,114.3166033,19.7790187,1409.999967,Non-calcareous,1.275531945,5.85924,0.269846649,0.95,13.94180489,1.175109802,0.307918331,3.143157344,5.48606942,5.39280624,0.744
